par_id,text,label
5082,ASWS CEO Di Gipey said the coroner’s report on the deaths of two women has previously had a long history of domestic violence again stressed the urgent need for real changes that would keep women and children safe.,1
7359,"Andrew Dunnett, director of the Vodafone Foundation, said: ""At the end of 2013, there were 16.7 million refugees worldwide, 50% of whom were over 18 years of age. The tablet-based learning program will provide unlimited information resources for Dadabu They didn't otherwise.",1
1556,"Saudi Arabia's king Salman ordered women to drive on Tuesday, carrying out a major reform that rights activists have long demanded in the Islamic Kingdom. pass ...",1
2382,Thousands of people were homeless in a eviction drive in the Kalyanpur slum on Thursday because they called home to open space around the shanty town after bulldozers razed their residences.,1
1416,"In every town or city that distributes local newspapers in Caxton, you will find them immersed in their communities to help projects that enhance society. One outstanding community newspaper initiative is the dice (I care about it), an important part of the Zuluran observer, who has been indeliblely associated with the Zuluranians since 1973. It is not only involved in vulnerable and invasive care, but is active in all areas of the community, whatever needs are needed.",1
5948,"Social discrimination against persons with disabilities is one of the main issues that undermine the progress of democratic practice in the country. The dream of people with disabilities is always that as long as the disability bill is passed, their position in society will be positively affected.",1
2477,"Protesters put the theme of ""Life for Our Life"" including children, teenagers, pregnant women, seniors, and people with disabilities rolling in wheelchairs.",1
6211,"""I think another major theme is the power of human resilience and the power to come back from the ashes of ruins and willingness to speak out loud as a very young man and try to get justice. We.""",1
1964,"When Rohingya refugees tremble in winter, the hospital is full of",1
4466,She said these women deserve the choices that any woman in the world should have.,1
5684,"Varanasi: During the six decades of independence, the Muslim community may still be lagging behind in the field of education. But many Muslim women and girls – especially from poor families – have come to eliminate the darkness of ignorance and bring new light to the coming communities. They spread literacy through their sincere efforts, especially among other girls and children, and are proud of their community.",1
2695,"Instead, what we observe is an ever-increasing military competition for education in which the poorest children ultimately prepare for the battle hopelessly. These signs are all around us: the booming billion-pound private tutoring industry to promote students? ? ? Grade; Sharp Tiger parents get nothing, putting their kids into the best schools, while stressed students try to drive a complex and often confusing college admissions system.",1
10424,"Zhu Lin said: ""I don't believe in abortion, I think it's evil. I'll tell women to have children and God will provide it.""",1
2581,"The convener pointed out that the Salvation Army identified the children as ten wheelchairs to make them mobile children. He said charities will donate anywhere, as long as people find that they need to donate without any discrimination related to religion, color, origin or tribe.",1
266,"“Just as Briggs & Stratton celebrates its 110th anniversary, a better way to reaffirm our commitment to the Milwaukee community is than to provide $1 million to children in need of pediatric care,” said Rick Carpenter, vice president of corporate marketing. “We are fortunate to have one of the nation’s top pediatric hospitals in our community, and Briggs is firmly committed to extending its support to the future.”",1
9126,Yes...because there is no hope for where he lives. India is a third world country. Don't be fooled by call centers in big cities. The country is mostly rural and most of its population is illiterate and hopeless.,1
3399,"For refugees begging for a new life, Christmas mood is a luxury among them that they cannot expect in the shadow of long-term conflict.",1
7138,"Ruby* has been 12 years old and lives a life of abuse, drugs, homelessness and prostitution. But two months ago, she joined the lucky few to escape the horror of prostitution.",1
8206,"In an unmarked brick building, several blocks from the Mexican border, immigrant parents grabbed folders of birth certificates and asylum documents and sat in folding chairs waiting to use a shared landline phone.",1
206,"Smyth told HKFP: ""The biggest challenge is the no-job policy. I don't think refugees who come here or asylum seekers can't work, they have children here - their children are homeless. That's really why. There are A lot of pressure.",1
8165,"Through Gawad Kalinga, Meloto has proven to be a key player in the housing industry, helping to provide decent homes and sustainable livelihoods for marginalized and homeless Filipinos.",1
7341,Egyptian billionaire proposes buying Mediterranean islands for refugees,1
4963,"The main charity of beauty pageant is the ""Dremember Dream"" project, which can be reused and washable sanitary towels for girls in need.",1
5827,"Residents of Poranu Kotuwa, who are deprived of health and independent living under normal weather conditions, are facing a truly desperate future.",1
343,"Helen Schafer chooses to help families in need. “Instead of sending gifts to my clients, I gave them a valid letter: ‘This is what we are going to do because it feels more meaningful.”",1
8630,"""Every family that is eligible for the program should be covered,"" Romualdez said.",1
6811,"Although many Muslims can count on their blessings, they should not forget the fate of those who are poor and need help.",1
717,"This year to recognize their ongoing dedication and charitable sacrifices to help all people through mutual help, true comrades and voice memory, over the past 90 years, the better “ole shellole” moth will proudly serve as honor and Guards of honor and sentinels at the memorial ceremony of this year's road.",1
1117,"Despite his outstanding education, Rani made appearances in numerous interviews for teaching positions. Five years later, she finally got a job in St Notkers, but had one in trouble. She obtained the infamous 9F, a ""desperate"" student from nearby slums who studied in school with their right to education but were neither accepted by teachers or students.",1
1482,"Aklima Sultana, a teacher at the institution, told Daily Star, ? I feel very proud when I think the students I teach slums come from very poor families. ?",1
5195,"But Mr. Trump’s answer is most strikingly desolate in America and Black lives: poverty, gun violence, poor education and despair.",1
6988,McDonald's help is homeless in Rome after Vatican controversy,1
9850,"Pope Francis' defense for the poor and in need is the cornerstone of his pope, setting up shower stalls for homeless people near the Vatican, serving meals and even VIP style of the Sistine Church visit.",1
8093,"""Most of the time, you hear people advocate for the inclusion of women in governance because they are vulnerable. However, most people do not recognize that people with disabilities are more vulnerable than women and need to be supported.""",1
8894,"""We want to provide these bikes to Vietnamese students from poor families in remote areas so they can continue to learn,"" said former U.S. Marine Corps Michael Shuman.",1
1899,"Kalpana Chakma Case shows how people can be achieved through attacks on women and how to allow their crimes to escape Scot’s women. This woman showed outstanding courage, which was the Leo Heart, and she spoke for the violation until she herself was violently silent.",1
9312,Large swaths of South African land are government-owned and are not used or are underutilized. The government can easily transfer most of this land to the poor families and communities they deserve.,1
2388,"Fashion is good or bad, such as the pants in the pants are tied to such a low back. Or, if a girl reaches out to pick up something from a shelf or cabinet, her panties are exposed to the shelf or cabinet, revealing the world. Wealthy and famous lifestyles, they spent millions of dollars in clothing, luxury cars on land and on sea, and so on, while fellow Americans were dull among suffering, unemployed, hungry and homeless Americans.",1
8712,"Dodgeball flew fast at Morningside College today to participate in the offense of the fifth annual Killer Dodgers Championship fundraising event. The double knockout season has 18 teams raised funds for Sakland's ""Welcome Family Project"" this year. ”The project aims to bring homeless Sukland families to the streets and help them change their lives with the help of family development experts.",1
8797,"The school of blind, deaf and stupid, Isulo, Anambra State, parades many beautiful structures, is a school that lacks facilities to meet the special educational needs of children. According to Isulo Community President Felix Nwaochi, water supply is very needed in schools, as many blind students have to get water from streams to survive in schools.",1
5187,"Uhuru said: ""So, let us not condemn, but let us work together. Let us feed the hungry, let us place the homeless, let us give those who do not, let us give those who do not, let us give those who do not Sick people bring medicine.”",1
9488,"The foundation became an oasis for Grant’s pen residents, as they accepted our motto, “What it takes to make love”, political tensions eased, and desperate young people were able to receive skills training as the foundation and heart trust/NTA Cooperate, they are available.",1
9036,"The sound of the bulldozer is getting closer and closer, the body is draped on a white Eritrean shawl (Suria), and in the prayer beside me, hopes are juxtaposed with the silent petition of peace and the violent peace of destruction and despair, Trying without words that describe the scene. Witnesses become witnesses to tears.",1
6398,"""The world today needs this: the joy brought about by the encounter with Christ in individual and community prayers, listening to the word every day, meeting with brothers and sisters, meeting with happy brotherly life. Community, including vulnerability Sex, in the embrace of the flesh among the poor, is a prophet of joy.",1
6843,"With the aid of Shoal Livelihood Programs by different NGOs, more than 1,00,000 poor families living in these regions have achieved success in overcoming poverty since 2004.",1
6611,"The behavior of RDA, while simultaneously causing a sensation in Colombo society, is a sign of a deeper national problem that mainly affects the poor and vulnerable citizens. Unfortunately, the plight of the poor is rarely heard. They are not aware of the law and its rights, they are incapable of hiring lawyers and spending years in court seeking compensation.",1
514,"“H.E.R.O. provides opportunities for employees to reach out and help those in need,” Cemex Financial Operations Team leads at Asia Daisy Delos Angeles. She also believes that, like they do, employee volunteering demonstrates a unified mission of the employee company to demonstrate social concern.",1
3580,"The unfortunate figure of the 19th century was caused by the smoke darkness of Industrial Leicester, a young boy's drunken father begged him in the world, but not the world - dragging the line and looking like everyone else. Our Elephant Man does not bear the growth and deformity of his historical predecessors, but Daniel Monk is physically disabled, which is even more appealing to this story. He came from the comfort of his mother's wings, hostile streets, weird performances, and even touted him to reject him because he ""made art forms in loneliness.""",1
1038,But displaced people are not homeless by developers and government agencies. Displacement and resettlement in Singapore have been greatly cared for and it will never begin unless it is ready to replace a house or apartment.,1
1976,"“As we always do, the American people will work with African countries to ensure that their most vulnerable people receive life-saving assistance.",1
3462,Candidates promise to do good things and help those in need.,1
545,"This year, shoe boxes from Ireland will go to street children, orphans, children in hospitals, impoverished families, victims of war and other needs in Eastern Europe and the former Soviet Union, such as Romania, Kosovo, Albania and Africa, such as Cameroon, Congo, Rwanda.",1
8228,"Around the same time, she interviewed the Invisible People Project, which documented the lives of homeless people. She seemed hopeless and resigned from her fate and a questionable future.",1
9608,She said: “I saw this demand when I was offering the Eagles’ mobile soup kitchen in Dundee. Toiletries and other essentials have created a huge amount of time for homeless people or people who don’t have their own home. The impact of,1
9745,"Defend your dignity as God’s man and child. Rich people are not allowed because you are poor and rich people will divide you. They have light water in high fenced houses, not because they are Muslims or Christians, or from this or other tribe, but because they are rich. You are poor, homeless, without roads, without water, your children are sick and illiterate, not because you are a Christian, Muslim, or from this or other tribe, but because you are poor. You and your children vote, but their children don't vote because they are abroad. Your child dies on the street and their child is abroad with people they call disbelief. They provide you with a false religion that can enslave you while they provide their children with an educational religion to liberate them and allow them to rule you.",1
3701,"In Manus Island and Nauru, a cruel and violent political strategy<h>asylum seekers were exiled, displaced, crushed and desperate.",1
6035,"In South Africa, education is a right rather than a privilege, but an adverse context can unknowingly violate this right. The prevalence of poverty in our country is an open secret, so those with sufficient privilege should help those who do not. It may sound like an exaggeration, but there are many girls from poor families who missed school due to lack of sanitary pads.",1
228,"If these issues are not addressed, another journalist will return in 20 years, wondering that vulnerable children are still cursed by hunger and horrible early deaths.",1
77,"In September, the major walked from Melbourne to Canberra, begging for a national solution to the problem of homelessness.",1
8600,BC Housing Minister Selina Robinson said the project represents the hope of many women and families in need.,1
3120,"Immigrants from a developed country live in two worlds. In metropolitan society, he encountered a different way of observing. He developed new ideas and gained new confidence. In the new country, he had the opportunity, and he was used to a good standard of living. However, he is an outsider, not completely assimilated, and race and culture separate him from the mainstream. He longs for familiarity, his roots. The idea of ​​retiring to the primitive country came to him.",1
10311,"Poverty. Four million people rely on food stamps. Three million families have not been preserved for retirement. About 1.2 million children are homeless. An estimated 58,000 veterans live on the streets every night. These facts are national shame. The huge, grinding poverty of America is disappearing in our power. What kind of ""superpower"" allows one million children to support themselves on the streets?",1
179,"Jenny Neal, regional director of the Saskatchewan and Manitoba Grandmother Advocacy Network, showed off her orange scarf in the sculptural prairie wind on the river landing on Thursday, November 24, 2016 / Starphoenix",1
845,"In her tweet, Reham highlighted how “real leaders” protect vulnerable communities.",1
5270,"Cape Argus launches a new collaborative editorial initiative called #ThedignityProject, a 15-part daily series about homeless people in Cape Town. Homeless Danny Oosthuizen will write a daily column during the project. Read the fourth article in Danny's diary below...",1
3959,"Mrs. Gachagua attributes her friendly gesture to a perennial, disturbing sight as they allow children from wealthy families to rob poor children from wealthy families during the festival.",1
10020,"Needless to say, besides ongoing physical or mental challenges, they face tenacious stigma and social exclusion at a level of disability. If life is difficult for adults of different abilities, we can only imagine what children will look like. Their parents became tired, depressed and desperate. Most of them lack financial and other resources to deal with this situation. How burdened and helpless they felt, so it was almost unimaginable to resort to resignation to fate.",1
8680,"He warned: ""Everyone who disperses today will become disabled tomorrow. Therefore, we should treat our physically challenged siblings with dignity and respect.""",1
1510,"“Someone has to be there to take care of,” he said. “I think my passion for health care policy comes from these forgotten vulnerable people. The whole experience is more exciting than I thought.”",1
282,"Why are turnout so poor in wealthy countries like the United States, whose GDP may be high, but still have the vast majority of homeless and poor? Democracy is not the solution to everything, and most countries still do not realize the full meaning of democracy. Poor countries need to show that they are democratic in order to play a role in the sphere of globalization and modernization and bring the poor into the voting pool, and in many cases they simply work in their own spheres because politicians never for them anyway Do a lot of things.",1
4014,"Accountability implies people, so people who need our help and support can do more to help themselves.",1
6130,"The association’s president Monday comrade Denagan Honfovu, who is also the president of the Bagli Community Youth Association, said the idea of ​​assisting vulnerable women was his chairman about “if If you give women power, you can give state power”.",1
9084,"""Everyone made a mistake, no one was perfect. The execution was so bad, no one liked it. We were so sorry for these poor poor families.",1
10407,"He said his decision to help people in need did not benefit him personally, but rather, “all the employees of the group gave this help in one way or another, and we are all helping those in need. people.""",1
5920,"Mr. Matthew, born in India, came to Canada in the early 1980s. His hard-working immigrant parents have always inspired his resilience as they manifest themselves through the hardships of integrating into society through games, finding jobs and putting food on the table. He described his upbringing as something spiritual, first in downtown Toronto, and then in Brahmalia, northwest Toronto, in a working-class area where young families ""seems everyone is the same"", children Focus on academia and academia and the movement.",1
2226,The mother of three is homeless again.,1
384,"“A lot of people need better roads, drinking water, skills training, education and healthcare facilities that need to be developed. They all want to happen at once and you have to explain to them that it is a process…not overnight happens. Do it,” he said.",1
8120,"Now everyone wants to know how she takes care of herself, living with her disabled daughter after her husband died more than 20 years ago.",1
5023,"But despite hope, Yemen refuses to give up other people in need.",1
4655,"Vatican City: Suffering pain and compassion with others, approaching them to restore dignity: This is the attitude Christians should be in front of those suffering and in need during Mass at Casa Santa Marta this morning. Luke's Gospel Commentary for Today is dedicated to the Son of Christ's Resurrection.",1
8247,"“Those (Rohingya) somehow skipped border regulations into the country and we decided to give them shelter on humanitarian grounds,” he said.",1
10135,"Indian children from poor families will never have the opportunity to use computers. They also had no chance to speak English. In most cases, their English teachers themselves are trying to speak because they are also badly taught.",1
8965,"I have worked very hard to understand the shame of this country for many years. Our most vulnerable citizens in long-term care facilities have no say and destiny to be filled by the abuse of long-term care facilities for them and their families, especially for the abusers, especially for patients in those places.",1
6534,"The actor will see later this month in Avengers: Infinity War and finds himself asked to be a young fan. He hung out with Jacob on Wednesday, 16, from upstate New York, with advanced cancer. The teenager with rare form of bone cancer has a bucket list he is working on, which includes meeting his favorite movie stars.",1
7370,"Foreign Affairs spokesman Charles Jose said at a press conference on Tuesday that the Philippines, as the signator of the 1951 United Nations Convention related to refugee status, is committed to extending its hands to war refugees.",1
3954,"He added: “If a person is homeless and forced to live in the streets of any country, it is a shame to the people of that country.”",1
7805,"Cecil Duddley Mends is the CEO of Duddleys' expressions, who is the modern art fashion fashion fashion fashion fashion fashion fashion fashion state in Ghana, mainly focusing on Africa and Europe The fashion show not only won the Fashion Designer of the Year Award for his fashion in Ghana, but also was honored because he received the food from despair by training for more than 1,000 people for free. hope.",1
2822,"Yemen, Syria, Iraq and Libya are desperate (anarchical) militia states. These are desperate, desperate. How do we save these states? Ten years later in Iraq, even the U.S. Army cannot achieve stability.",1
5432,"A large-scale, publicly funded energy efficiency program is urgently needed to create jobs, reduce emissions and save the lives of some of the UK’s most vulnerable people. '",1
10324,"When the prophet Elijah Tishbite was so frustrated and desperate that he committed suicide and told God to kill him, the first thing God did was to address his recent needs by giving him food . He gave him food again until he had eaten, his heart settled down and no longer thought of suicide.",1
8154,"This raises questions about the religious “Madrasa” educational network where children from impoverished families are inculcated for suicide attacks. In recent months, several suicide bombers have been teenagers who were forced to embrace the bomb instead of the book. So far, global anger has not yet been on this issue. <h>School barriers",1
4193,"Reuters reported that thousands of homeless Iranians squeezed against the cold late Monday, the second day after Iran died in Iran’s deadliest earthquake in more than a decade.",1
7462,"By learning skills and then passing them on to others, Otoyo not only changed the narrative surrounding people with disabilities, his knitting work also helped him overcome a decade of spending his most brutal battle in the world. Trauma rebel group.",1
7396,"We work as if everything depends on us, and pray as if everything depends on God. But he performed beyond our ability. We beg, we build houses for poor, homeless and poor. We built our own monastery. We build our own beds and chairs. We cook, clean, make our own clothes, and cut each other's hair.",1
8276,"When we talk about freedom, we must remember the heroic war heroes saved from L. T. E. terrorism to save our nation. They sacrificed their lives. They lost their limbs. They became disabled and their families suffered enormous suffering. The economy is ruined. About 100,000 people, including civilians, were killed. Thousands of disabled people. Are those who died in 30 years of war losers? Are those who save lives the winners? I believe that those who have saved lives from tragedy should remember the lessons we have learned.",1
516,The group believes that only the Nana Aido/Powomia government can stop the depth of despair that young people fall into and restore the dream of an inclusive and prosperous country.,1
1542,"He was born with HIV positive. He is healthy, but when Sasha met him in an orphanage, he weighed up to 3&xbd; the one-year-old boy should have, his hair lost. The only word he knew was that Russians “don’t do that.” The nurse told Sasha not to touch him. Not because of HIV. What they care about is love. If he receives anything, he will want more, not one. He is aging in the ward, and now they are sending him to another, more desperate place, where he will be abandoned for loss of all ages. As long as he stays, he will stay there.",1
822,"Unfortunately, these numbers are limited because the budget must be limited. In our society, on our birthdays and commemorating past relatives, we follow a tradition of treating alms as a dining tradition, dining to people in the residence and donating gifts to individuals. Both the state and society believe that they need ""social services"" and ""charity"". This has been the case in Sri Lanka for decades. People with disabilities are beneficiaries of goodwill and charity.",1
7983,"Keva Davis, who is close to the Red Ground community, said many of Negril’s lucky and homeless people are beneficiaries of the program, and she is very grateful for that.",1
2284,"The paper shows why stakeholders consult with various informed actors from businesses, civil society, labor organizations, academia, and others, including those who can provide voices for the most vulnerable substances. It describes the various mechanisms and processes introduced by South Korea, Japan, the United States and other countries to ensure the interests of stakeholders help create or balance a broader trade negotiator goal.",1
4160,"It is worth noting that 23 children from vulnerable families in the community benefited from our organization’s scholarship awards, including 3 preschoolers and 20 from SOS primary schools.",1
3186,"When politicians discuss immigration, it is usually in the term Goofy. ""Immigration creates an engine of economic prosperity,"" said Jeb Bush. Politicians always talk about importing the best and smartest people from abroad. But New York City salons capture the chaotic reality of illegal immigrants, which creates lawless islands where people can suffer abuse without any consequences.",1
171,"""I'm very happy to see the monetary results of donating all of these businesses to the co-op. Since I'm also part of 16xosu, I'm interested in the places where I'm going to use this money and the difference it will bring in in Uganda women."" Triplett said.",1
4527,"Now, family is with friends and family. During the day, they cleaned up the debris left by the fire, hoping someone could rescue it. They received emergency relief packages, but they still needed clothes, beds, blankets and kitchen utensils.",1
10312,"Over the past four decades, tribal society has experienced the most torturous, bloody, destructive, divided and increasingly cruel stages. These sons and daughters of the Dark Age can see nothing but barbarity, despair and helplessness. The Son of the Holy War in the War Zone has no chance or window of expression. When they see one of the most handsome young men - an aspiring model with charming dress and seductive photo session - is murdered in cold blood, they can no longer take it and hold the white flag in their hands to Public places. Suddenly, we see the spring of Pashtun civil rights surfaced from Fata's death field.",1
4376,Its lunch time we sat in the ruins of the house he painted today. The floor was spread with concrete chips and the windows were blown out. I thought of images of bombed Aleppo houses. But the building is being renovated so landowners can rent it to refugee families who can not only afford tents. Ibrahim is not one of those families.,1
4876,"Cold, wet and strong winds, our team is on the street in the early hours of the morning feeding homeless men and women #iChh #retweet4support",1
2465,"Capitalism in our time does not understand the value of alliances because it forgets the social nature of economy, business, life, connections and patents. But perhaps our society does not understand the alliance, because it does not see its battle in the “not yet” places of rights: in the suburbs of existence, among abandoned laborers, among immigrants, among the poor, under the walls; Or in short, it doesn't understand why corruption sometimes goes into the hearts of some unionists. Don't let it be blocked. “",1
7098,"In addition to offering large deals to clients on March 23, Daraz.PK also wants to celebrate a day in Pakistan with those worthy of having, but can’t enjoy the same luxury. The online shopping portal has committed to giving back to this Pakistan day and started the launch of the “You Buy One We Donate” campaign. Through this sport, Dalaz is committed to helping a piece of product sold in Pakistan. Daraz hopes to join hands with customers and other companies to work to spread smiles and promote positivity.",1
8123,"Dunu developed the theme of life. That's, ""Your living environment will not and should not describe or determine the quality of your personality."" Dinu does not allow these new things and the environment of hard work to change her character or any aspect of her life. Even though she is sick herself, she still takes the time to visit if a friend or relative is sick. Despite her need, she always helps others when she needs it. She always has time to talk to her friends. Dunu’s Bible theme poem is 4:2 “Continue to pray and stay alert on Thanksgiving.”",1
7790,"As a kid, I was always told to donate to those in need. I have grown up and believe that if I don’t give to those in need, I will find the way to hell. Since these teachings have filled me, I usually always sympathize with those in need. After all, it is said in the Bible that “give more blessings than received.” When I grew up, I was disdainful of the idea. I was just tired of seeing a familiar face begging on the street for too long, I was tired of begging g who donated money to beggar, he begged me today, but when he or she meets me next , please ask me for help again. sky .",1
6087,Father Campbell has always come from a house facing financial difficulties and has been implementing projects that help bring smiles to the faces of those in need.,1
5719,"Pope Francis visited a refugee center to wash and kiss the feet of Muslim, Orthodox, Hindu and Catholic refugees.",1
715,Mombasa County Team Manager Anisa Abdala called on the company’s community to sponsor various teams to demonstrate solidarity with people with disabilities.,1
7637,"Another wonderful memory I cherish is the day when he and I came from the mosque, two people approached him and asked him to give them money. They said they didn't eat it all day. My father is the kindest person I know. He will give his last penny to those in need. So he gave these people all the money. ""I don't have a lot of stuff right now, but I'm a paycheck and this month will end in a few days. You need more things than I do,"" he said.",1
5129,"“The whole experience reminds me of how many other poor families are going through this experience,” she said.",1
9584,"According to Betty-Ann Blaine, executive director of Hear Chring Cry, deterioration in family life; instability/transfer of families; the cruelty of poverty; lack of adequate social support systems and heartbreaking levels of despair are key factors that lead children to escape from their homes .",1
2532,Famous chefs provide excessive Olympic food for homeless people in Rio,1
4693,These Olympics are also consistent with the goals of the Gatsar International Foundation in order to integrate them into mainstream so that they can play an active role in the overall development of the world.,1
6448,"According to the details, Prime Minister Nawaz Sharif officially approved Rs 105.1 crore as compensation, including Rs 39 lakh for 39 martyrs, Rs 25.6 lakh for 129 seriously injured/disabled persons, Rs 36.5 lakh, partly Rs 73, partly Rs 4 lakh AJK Government spokesman / DG ISPR Raja Azhar Iqbal told the agency late Thursday night four completely damaged homes.",1
4358,"The numbers mentioned above include men, but decided to pick women – our mothers – to appreciate their love for their children. They painted a very frustrating picture and called for every effort to protect women and children around the world. When you read the lines, now you have a very touching story about your own mother or your neighbor's mother.",1
3268,"Lilia Caberio is from Sulangan, Philippines. In 2013, her house was destroyed by winds of 170 miles per hour during typhoon Haiyang and a 6-meter-high storm surge, and for a while she lived with her family in a tent that once was a house. The typhoon is scary enough for Lilia, but homeless people will definitely feel even more scared. Until Elizabeth comes.",1
2396,"The letter was given a call to the bishop to build a church that listened to “hungry, imprisoned, immigrants and abusers.”",1
567,"British actor Benedict Cumberbatch has made an emotional appeal to Syrian refugees. On Thursday, September 10, he spoke behind the scenes of his London show urged audiences to donate cash to save children in support of refugees.",1
1217,“I suddenly had the desire to find a Filipino family living on the street and give them a hand to help. I was talking about people who were forced to be homeless by poverty.,1
635,"He wouldn't tolerate nonsense, nor would he allow anyone to scare him. He is rich, very comfortable, and his wealth is very generous and kind. Every three months, we hold banquets for all the chiefs in my community. After that, he will organize ours for us and for the children of poor families. He once told us that comfort does not mean we are special, because God created everyone likewise.",1
8881,"Strangely, the creation of these colonies is undoubtedly the benefit of these great men, which is for the local African community, who believe they are in great need of the benefits of ""modern civilization"". They are expected to be remembered as great benefactors on the continent, but now they are full of cruel racists.",1
6167,"""It's not just an issue of income poverty. What's important is children in very poor families in crowded, cold and wet houses. There are income problems, housing supply problems, and housing quality problems.""",1
